entity,label,start_char,end_char,sentence
Parthian,NORP,42072,42080,"The Galatian, with a smile, replied, ""You, too, Imperator, I observe, are not very early with your Parthian expedition."""
Crassus,PERSON,42098,42105,"Now Crassus was past sixty, and he looked older than he was."
Euphrates,LOC,42269,42278,"On his arrival, matters at first turned out fully equal to his expectation; for he easily threw a bridge over the Euphrates, and got his army across safely, and he also obtained possession of many cities in Mesopotamia which surrendered."
Mesopotamia,GPE,42362,42373,"On his arrival, matters at first turned out fully equal to his expectation; for he easily threw a bridge over the Euphrates, and got his army across safely, and he also obtained possession of many cities in Mesopotamia which surrendered."
Apollonius,PERSON,42422,42432,"Before one of them, of which Apollonius was tyrant, he lost a hundred men, upon which he brought his force against the place, and, having got possession of it, he made plunder of all the property, and sold the people"
Greeks,NORP,42615,42621,: the Greeks called the city Zenodotia.
Zenodotia,GPE,42638,42647,: the Greeks called the city Zenodotia.
Crassus,PERSON,42677,42684,"On the capture of the city, Crassus allowed his soldiers to proclaim him Imperator, wherein he greatly disgraced himself, and showed the meanness of his spirit, and that he had no good hopes of greater things, as he was content with so slight a success."
Syria,GPE,43049,43054,"Having put garrisons in the cities that had surrendered, to the amount of seven thousand infantry and a thousand cavalry, he retired to winter in Syria, and there to await his son, who was coming from Cæsar in Gaul, with the decorations that he had gained by his valour, and with a thousand picked horsemen."
Cæsar,GPE,43104,43109,"Having put garrisons in the cities that had surrendered, to the amount of seven thousand infantry and a thousand cavalry, he retired to winter in Syria, and there to await his son, who was coming from Cæsar in Gaul, with the decorations that he had gained by his valour, and with a thousand picked horsemen."
Gaul,GPE,43113,43117,"Having put garrisons in the cities that had surrendered, to the amount of seven thousand infantry and a thousand cavalry, he retired to winter in Syria, and there to await his son, who was coming from Cæsar in Gaul, with the decorations that he had gained by his valour, and with a thousand picked horsemen."
Crassus,PERSON,43250,43257,"This seemed to be the first blunder of Crassus, or at least, it was the greatest blunder that he committed next to the expedition itself; for he ought to have advanced and to have secured Babylon and Seleukeia, two cities which were always hostile to the Parthians; instead of which, he gave his enemies time to make preparation."
Babylon,GPE,43399,43406,"This seemed to be the first blunder of Crassus, or at least, it was the greatest blunder that he committed next to the expedition itself; for he ought to have advanced and to have secured Babylon and Seleukeia, two cities which were always hostile to the Parthians; instead of which, he gave his enemies time to make preparation."
Seleukeia,GPE,43411,43420,"This seemed to be the first blunder of Crassus, or at least, it was the greatest blunder that he committed next to the expedition itself; for he ought to have advanced and to have secured Babylon and Seleukeia, two cities which were always hostile to the Parthians; instead of which, he gave his enemies time to make preparation."
Parthians,NORP,43466,43475,"This seemed to be the first blunder of Crassus, or at least, it was the greatest blunder that he committed next to the expedition itself; for he ought to have advanced and to have secured Babylon and Seleukeia, two cities which were always hostile to the Parthians; instead of which, he gave his enemies time to make preparation."
Syria,GPE,43599,43604,"The next thing the people blamed was his waste of time in Syria, which was employed more for purposes of money profit than for military purposes; for he did not occupy himself in reviewing the numbers of his troops, nor establishing games to keep the soldiers in exercise, but he busied himself about estimating the revenues of cities, and he was for many days with weights and scales in his hands among the treasures of the goddess in Hierapolis, and, after requiring from the towns and princes contingents of men, he would remit his requisitions for a sum of money; by all which he lost his reputation, and fell into contempt."
Hierapolis,GPE,43977,43987,"The next thing the people blamed was his waste of time in Syria, which was employed more for purposes of money profit than for military purposes; for he did not occupy himself in reviewing the numbers of his troops, nor establishing games to keep the soldiers in exercise, but he busied himself about estimating the revenues of cities, and he was for many days with weights and scales in his hands among the treasures of the goddess in Hierapolis, and, after requiring from the towns and princes contingents of men, he would remit his requisitions for a sum of money; by all which he lost his reputation, and fell into contempt."
Aphrodite,PERSON,44268,44277,"The first sign that happened to him proceeded from this goddess herself, whom some consider to be Aphrodite (Venus); and others Hera (Juno); others again believe her to be the cause that has supplied from moisture the seeds for all things, and nature, and the power that has pointed out the source of all good things for men; for, as they were going out of the temple, young Crassus first stumbled at the gate, and then his father fell upon him."
Venus,PERSON,44279,44284,"The first sign that happened to him proceeded from this goddess herself, whom some consider to be Aphrodite (Venus); and others Hera (Juno); others again believe her to be the cause that has supplied from moisture the seeds for all things, and nature, and the power that has pointed out the source of all good things for men; for, as they were going out of the temple, young Crassus first stumbled at the gate, and then his father fell upon him."
Hera,PERSON,44298,44302,"The first sign that happened to him proceeded from this goddess herself, whom some consider to be Aphrodite (Venus); and others Hera (Juno); others again believe her to be the cause that has supplied from moisture the seeds for all things, and nature, and the power that has pointed out the source of all good things for men; for, as they were going out of the temple, young Crassus first stumbled at the gate, and then his father fell upon him."
Juno,PERSON,44304,44308,"The first sign that happened to him proceeded from this goddess herself, whom some consider to be Aphrodite (Venus); and others Hera (Juno); others again believe her to be the cause that has supplied from moisture the seeds for all things, and nature, and the power that has pointed out the source of all good things for men; for, as they were going out of the temple, young Crassus first stumbled at the gate, and then his father fell upon him."
Crassus,PERSON,44545,44552,"The first sign that happened to him proceeded from this goddess herself, whom some consider to be Aphrodite (Venus); and others Hera (Juno); others again believe her to be the cause that has supplied from moisture the seeds for all things, and nature, and the power that has pointed out the source of all good things for men; for, as they were going out of the temple, young Crassus first stumbled at the gate, and then his father fell upon him."
Crassus,PERSON,44630,44637,"While Crassus was getting together his forces out of the winter quarter, there came ambassadors from Arsakes with a short message."
Arsakes,NORP,44725,44732,"While Crassus was getting together his forces out of the winter quarter, there came ambassadors from Arsakes with a short message."
Romans,NORP,44794,44800,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Crassus,PERSON,44873,44880,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Parthians,NORP,44963,44972,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Arsakes,PERSON,45020,45027,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Crassus,PERSON,45093,45100,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Romans,NORP,45121,45127,"They said, if the army was sent by the Romans, there was nothing but war without truce, and without any terms; but if Crassus, contrary to the wish of his country, as they heard, had brought arms against the Parthians and occupied territory for his private profit, Arsakes would act with moderation, and would take pity on the old age of Crassus, and give up to the Romans the men whom he had in his power, and who were rather under guard themselves than keeping guard over others."
Crassus,PERSON,45237,45244,"Crassus haughtily replied, that he would give an answer in Seleukeia; on which Vagises, the oldest of the ambassadors, smiled, and, showing the palm of his hand, said, ""From here, Crassus, hair will grow before you see Seleukeia."""
Seleukeia,PERSON,45296,45305,"Crassus haughtily replied, that he would give an answer in Seleukeia; on which Vagises, the oldest of the ambassadors, smiled, and, showing the palm of his hand, said, ""From here, Crassus, hair will grow before you see Seleukeia."""
Vagises,PERSON,45316,45323,"Crassus haughtily replied, that he would give an answer in Seleukeia; on which Vagises, the oldest of the ambassadors, smiled, and, showing the palm of his hand, said, ""From here, Crassus, hair will grow before you see Seleukeia."""
Crassus,PERSON,45417,45424,"Crassus haughtily replied, that he would give an answer in Seleukeia; on which Vagises, the oldest of the ambassadors, smiled, and, showing the palm of his hand, said, ""From here, Crassus, hair will grow before you see Seleukeia."""
Seleukeia,PERSON,45456,45465,"Crassus haughtily replied, that he would give an answer in Seleukeia; on which Vagises, the oldest of the ambassadors, smiled, and, showing the palm of his hand, said, ""From here, Crassus, hair will grow before you see Seleukeia."""
Hyrodes,GPE,45500,45507,"The ambassadors now returned to Hyrodes, to inform him that he must be ready for war."
Mesopotamia,GPE,45573,45584,"From the cities of Mesopotamia, in which there were Roman garrisons, some soldiers, who made their escape at great hazard, brought reports that caused much anxiety, having been eye-witnesses of the numbers of the enemy, and of their mode of attacking the cities; and, as is usual, they magnified everything which they reported."
Roman,NORP,45606,45611,"From the cities of Mesopotamia, in which there were Roman garrisons, some soldiers, who made their escape at great hazard, brought reports that caused much anxiety, having been eye-witnesses of the numbers of the enemy, and of their mode of attacking the cities; and, as is usual, they magnified everything which they reported."
Parthians,NORP,46367,46376,"When the soldiers heard this their courage sank; for they had been led to believe that the Parthians did not differ at all from the Armenians and Cappadocians, whom Lucullus plundered and robbed till he was weary, and they thought that the hardest part of the war would be a long march, and the pursuit of men who would not come to close quarters; but now, contrary to their hopes, they were in expectation of a contest and great danger, so that some of the officers thought that Crassus ought to stop, and again submit to their deliberation the general state of affairs."
Armenians,NORP,46408,46417,"When the soldiers heard this their courage sank; for they had been led to believe that the Parthians did not differ at all from the Armenians and Cappadocians, whom Lucullus plundered and robbed till he was weary, and they thought that the hardest part of the war would be a long march, and the pursuit of men who would not come to close quarters; but now, contrary to their hopes, they were in expectation of a contest and great danger, so that some of the officers thought that Crassus ought to stop, and again submit to their deliberation the general state of affairs."
Cappadocians,NORP,46422,46434,"When the soldiers heard this their courage sank; for they had been led to believe that the Parthians did not differ at all from the Armenians and Cappadocians, whom Lucullus plundered and robbed till he was weary, and they thought that the hardest part of the war would be a long march, and the pursuit of men who would not come to close quarters; but now, contrary to their hopes, they were in expectation of a contest and great danger, so that some of the officers thought that Crassus ought to stop, and again submit to their deliberation the general state of affairs."
Lucullus,PERSON,46441,46449,"When the soldiers heard this their courage sank; for they had been led to believe that the Parthians did not differ at all from the Armenians and Cappadocians, whom Lucullus plundered and robbed till he was weary, and they thought that the hardest part of the war would be a long march, and the pursuit of men who would not come to close quarters; but now, contrary to their hopes, they were in expectation of a contest and great danger, so that some of the officers thought that Crassus ought to stop, and again submit to their deliberation the general state of affairs."
Crassus,PERSON,46756,46763,"When the soldiers heard this their courage sank; for they had been led to believe that the Parthians did not differ at all from the Armenians and Cappadocians, whom Lucullus plundered and robbed till he was weary, and they thought that the hardest part of the war would be a long march, and the pursuit of men who would not come to close quarters; but now, contrary to their hopes, they were in expectation of a contest and great danger, so that some of the officers thought that Crassus ought to stop, and again submit to their deliberation the general state of affairs."
Cassius,PERSON,46864,46871,Among these was Cassius the quæstor.
Crassus,PERSON,46987,46994,"The seers, also, in gentle terms showed that bad and unfavourable signs were always prognosticated to Crassus by the victims."
Crassus,PERSON,47015,47022,"But Crassus paid no attention to them, nor to those who advised anything else except to move on."
Crassus,PERSON,47118,47125,"But Crassus was in no small degree encouraged by Artabazes the king of the Armenians, who came to the camp with six thousand horsemen."
Artabazes,PERSON,47163,47172,"But Crassus was in no small degree encouraged by Artabazes the king of the Armenians, who came to the camp with six thousand horsemen."
Armenians,NORP,47189,47198,"But Crassus was in no small degree encouraged by Artabazes the king of the Armenians, who came to the camp with six thousand horsemen."
Crassus,PERSON,47457,47464,"He attempted to persuade Crassus to invade Parthia through Armenia; for, he said, the army would not only have abundance of provision in its march through the country by reason of him supplying them, but would also advance safely, having in their front many mountains and continuous hills, and ground unfavourable for cavalry, in which alone lay the strength of the Parthians."
Parthia,GPE,47475,47482,"He attempted to persuade Crassus to invade Parthia through Armenia; for, he said, the army would not only have abundance of provision in its march through the country by reason of him supplying them, but would also advance safely, having in their front many mountains and continuous hills, and ground unfavourable for cavalry, in which alone lay the strength of the Parthians."
Armenia,GPE,47491,47498,"He attempted to persuade Crassus to invade Parthia through Armenia; for, he said, the army would not only have abundance of provision in its march through the country by reason of him supplying them, but would also advance safely, having in their front many mountains and continuous hills, and ground unfavourable for cavalry, in which alone lay the strength of the Parthians."
Parthians,NORP,47798,47807,"He attempted to persuade Crassus to invade Parthia through Armenia; for, he said, the army would not only have abundance of provision in its march through the country by reason of him supplying them, but would also advance safely, having in their front many mountains and continuous hills, and ground unfavourable for cavalry, in which alone lay the strength of the Parthians."
Crassus,PERSON,47809,47816,"Crassus was well enough satisfied with the zeal of the king and the splendour of the proffered aid; but he said he would march through Mesopotamia, where he had left many brave Romans; upon this the Armenian went away."
Mesopotamia,GPE,47944,47955,"Crassus was well enough satisfied with the zeal of the king and the splendour of the proffered aid; but he said he would march through Mesopotamia, where he had left many brave Romans; upon this the Armenian went away."
Romans,NORP,47986,47992,"Crassus was well enough satisfied with the zeal of the king and the splendour of the proffered aid; but he said he would march through Mesopotamia, where he had left many brave Romans; upon this the Armenian went away."
Armenian,NORP,48008,48016,"Crassus was well enough satisfied with the zeal of the king and the splendour of the proffered aid; but he said he would march through Mesopotamia, where he had left many brave Romans; upon this the Armenian went away."
Crassus,PERSON,48031,48038,"As Crassus was taking his army over at the Zeugma, many extraordinary claps of thunder broke around, and many flashes of lightning came right in front of the army; and a wind, mingled with cloud and hurricane, falling on the raft, broke up and crushed to pieces a large part of it."
Zeugma,FAC,48071,48077,"As Crassus was taking his army over at the Zeugma, many extraordinary claps of thunder broke around, and many flashes of lightning came right in front of the army; and a wind, mingled with cloud and hurricane, falling on the raft, broke up and crushed to pieces a large part of it."
Crassus,PERSON,48334,48341,"The spot also, on which Crassus intended to encamp, was struck with two thunderbolts."
Romans,NORP,48807,48813,"Added to this, it happened that, as they were giving out the rations to the soldiers after crossing the river, lentils and salt were given first, which the Romans consider to be symbols of lamentation, and are accustomed to place before the dead; and, as Crassus was haranguing the soldiers, an expression escaped him which greatly alarmed the army."
Crassus,PERSON,48906,48913,"Added to this, it happened that, as they were giving out the rations to the soldiers after crossing the river, lentils and salt were given first, which the Romans consider to be symbols of lamentation, and are accustomed to place before the dead; and, as Crassus was haranguing the soldiers, an expression escaped him which greatly alarmed the army."
Crassus,PERSON,49943,49950,"This gave Crassus still better hopes, and made the soldiers completely despise the Parthians, who, as they supposed, would not come to close quarters."
Parthians,NORP,50016,50025,"This gave Crassus still better hopes, and made the soldiers completely despise the Parthians, who, as they supposed, would not come to close quarters."
Cassius,PERSON,50093,50100,"However, Cassius again had some conversation with Crassus, and advised him at least to give his troops rest in some of the garrisoned cities, till he should get some certain information about the enemy; but if he would not do this, to advance towards Seleukeia along the river."
Crassus,PERSON,50134,50141,"However, Cassius again had some conversation with Crassus, and advised him at least to give his troops rest in some of the garrisoned cities, till he should get some certain information about the enemy; but if he would not do this, to advance towards Seleukeia along the river."
Seleukeia,GPE,50335,50344,"However, Cassius again had some conversation with Crassus, and advised him at least to give his troops rest in some of the garrisoned cities, till he should get some certain information about the enemy; but if he would not do this, to advance towards Seleukeia along the river."
Crassus,PERSON,50640,50647,"While Crassus was considering and reflecting on these matters, there comes an Arab chieftain, Ariamnes by name, a cunning and faithless man, and of all the misfortunes that were by chance combined to ruin the Romans the chief and crowning mischief."
Arab,NORP,50712,50716,"While Crassus was considering and reflecting on these matters, there comes an Arab chieftain, Ariamnes by name, a cunning and faithless man, and of all the misfortunes that were by chance combined to ruin the Romans the chief and crowning mischief."
Ariamnes,PERSON,50728,50736,"While Crassus was considering and reflecting on these matters, there comes an Arab chieftain, Ariamnes by name, a cunning and faithless man, and of all the misfortunes that were by chance combined to ruin the Romans the chief and crowning mischief."
Romans,NORP,50843,50849,"While Crassus was considering and reflecting on these matters, there comes an Arab chieftain, Ariamnes by name, a cunning and faithless man, and of all the misfortunes that were by chance combined to ruin the Romans the chief and crowning mischief."
Pompeius,PERSON,50916,50924,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Pompeius,PERSON,50971,50979,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Romans,NORP,51020,51026,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Crassus,PERSON,51047,51054,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Parthians,NORP,51323,51332,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Romans,NORP,51352,51358,"Some of them who had served with Pompeius knew him as one who had received favours from Pompeius, and was supposed to be a friend to the Romans; but he now came to Crassus with a treacherous intent, and with the privity of the royal generals, to try if he could draw him far away from the river and the foot of the hills, into a boundless plain, where he might be surrounded by the enemy; for nothing was further from the intentions of the Parthians than to attack the Romans right in front."
Crassus,PERSON,51412,51419,"Accordingly, the barbarian coming to Crassus (and he was a plausible talker), spake in high terms of Pompeius as his benefactor, and praised the force of Crassus; but he blamed him for his tardiness, inasmuch as he was delaying and making preparation, as if he would have occasion to employ arms instead of hands and the most active feet, against an enemy who had long been trying to get together, as quick as they could, their most valuable property and their best slaves, and to move off to the Scythians or Hyrkanians."
Pompeius,PERSON,51476,51484,"Accordingly, the barbarian coming to Crassus (and he was a plausible talker), spake in high terms of Pompeius as his benefactor, and praised the force of Crassus; but he blamed him for his tardiness, inasmuch as he was delaying and making preparation, as if he would have occasion to employ arms instead of hands and the most active feet, against an enemy who had long been trying to get together, as quick as they could, their most valuable property and their best slaves, and to move off to the Scythians or Hyrkanians."
Crassus,PERSON,51529,51536,"Accordingly, the barbarian coming to Crassus (and he was a plausible talker), spake in high terms of Pompeius as his benefactor, and praised the force of Crassus; but he blamed him for his tardiness, inasmuch as he was delaying and making preparation, as if he would have occasion to employ arms instead of hands and the most active feet, against an enemy who had long been trying to get together, as quick as they could, their most valuable property and their best slaves, and to move off to the Scythians or Hyrkanians."
Scythians,NORP,51872,51881,"Accordingly, the barbarian coming to Crassus (and he was a plausible talker), spake in high terms of Pompeius as his benefactor, and praised the force of Crassus; but he blamed him for his tardiness, inasmuch as he was delaying and making preparation, as if he would have occasion to employ arms instead of hands and the most active feet, against an enemy who had long been trying to get together, as quick as they could, their most valuable property and their best slaves, and to move off to the Scythians or Hyrkanians."
Hyrkanians,NORP,51885,51895,"Accordingly, the barbarian coming to Crassus (and he was a plausible talker), spake in high terms of Pompeius as his benefactor, and praised the force of Crassus; but he blamed him for his tardiness, inasmuch as he was delaying and making preparation, as if he would have occasion to employ arms instead of hands and the most active feet, against an enemy who had long been trying to get together, as quick as they could, their most valuable property and their best slaves, and to move off to the Scythians or Hyrkanians."
Surena,PERSON,52046,52052,"""And yet,"" he said, ""if you intend to fight, you ought to press on before the king recovers his courage and all his forces are concentrated; for now Surena and Sillakes have been thrown in your way to stand the attack, and the king is no where to be seen."""
Sillakes,PERSON,52057,52065,"""And yet,"" he said, ""if you intend to fight, you ought to press on before the king recovers his courage and all his forces are concentrated; for now Surena and Sillakes have been thrown in your way to stand the attack, and the king is no where to be seen."""
Hyrodes,PERSON,52182,52189,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Armenia,GPE,52266,52273,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Artavasdes,PERSON,52295,52305,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Surena,PERSON,52319,52325,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Romans,NORP,52338,52344,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Crassus,PERSON,52434,52441,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Romans,NORP,52477,52483,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Artavasdes,PERSON,52504,52514,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Armenia,GPE,52540,52547,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Surena,PERSON,52662,52668,"For Hyrodes had at first divided his forces into two parts, and he was himself ravaging Armenia to take vengeance on Artavasdes; but he sent Surena against the Romans, not because he despised them, as some say, for it was not consistent for him to disdain Crassus as an antagonist, the first of the Romans, and to war against Artavasdes and take the villages of Armenia; but it seems that he really feared the danger, and that he was on the watch to await the result, and that he put Surena in the front to try the fortune of a battle, and so to divert the enemy."
Surena,PERSON,52746,52752,"For Surena was no person of mean estate: in wealth, birth, and consideration, he was next to the king; but, in courage and ability, the first of the Parthians of his time; and, besides all this, in stature and beauty of person he had no equal."
Parthians,NORP,52891,52900,"For Surena was no person of mean estate: in wealth, birth, and consideration, he was next to the king; but, in courage and ability, the first of the Parthians of his time; and, besides all this, in stature and beauty of person he had no equal."
Parthians,NORP,53430,53439,"Now by hereditary right he had the privilege of first placing the diadem on the head of him who became king of the Parthians; and this very Hyrodes, who had been driven out, he restored to the Parthian empire, and took for him Seleukeia the Great, being the first to mount the wall and to put to flight with his own hand those who opposed him."
Hyrodes,PERSON,53455,53462,"Now by hereditary right he had the privilege of first placing the diadem on the head of him who became king of the Parthians; and this very Hyrodes, who had been driven out, he restored to the Parthian empire, and took for him Seleukeia the Great, being the first to mount the wall and to put to flight with his own hand those who opposed him."
Parthian,NORP,53508,53516,"Now by hereditary right he had the privilege of first placing the diadem on the head of him who became king of the Parthians; and this very Hyrodes, who had been driven out, he restored to the Parthian empire, and took for him Seleukeia the Great, being the first to mount the wall and to put to flight with his own hand those who opposed him."
Seleukeia,PERSON,53542,53551,"Now by hereditary right he had the privilege of first placing the diadem on the head of him who became king of the Parthians; and this very Hyrodes, who had been driven out, he restored to the Parthian empire, and took for him Seleukeia the Great, being the first to mount the wall and to put to flight with his own hand those who opposed him."
Crassus,PERSON,53831,53838,"Though he was not yet thirty years of age at that time, he had the first reputation for prudent counsel and judgment, by which qualities particularly he caused the ruin of Crassus, who through his confidence and pride in the first place, and next through his fears and his misfortunes, became a most easy victim to fraud."
Crassus,PERSON,54020,54027,"The barbarian, after persuading Crassus, drew him away from the river, and led him through the plains by a track at first convenient and easy, but which soon became toilsome; for it was succeeded by deep sand, and plains treeless and waterless, not bounded in any direction by any object that the eye could reach, so that, not only through thirst and the difficulty of the march, was the army exhausted, but even the aspect of all around caused the soldiers to despond past all comfort, seeing neither plant, nor stream, nor top of sloping hill, nor blade of grass sprouting or rising through the earth, but a bare sea-like wave of desert heaps of sand environing the army."
Romans,NORP,54690,54696,Now this of itself made the Romans suspect treachery.
Artavasdes,PERSON,54742,54752,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Armenian,NORP,54757,54765,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Hyrodes,PERSON,54828,54835,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Crassus,PERSON,54884,54891,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
